시도,시군구,폐기물 종류,Unnamed: 3,합계,재활용,소각,매립,기타
,,음식물류 폐기물 분리배출,EMPTY,"17,556.20","17,553.10",0,3.1,0
전남,담양군,합계,,"15,917.90","2,731.50","6,276.00","6,910.40",0
,,종량제방식 등 혼합배출,소계,"9,209.90",0,"6,133.10","3,076.80",0
,,"재활용 
가능자원
 분리배출",소계,"2,874.40","2,731.50",142.9,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,833.60",0,0,"3,833.60",0
전남,곡성군,합계,,"7,956.60","4,513.90",0,"3,053.00",389.7
,,종량제방식 등 혼합배출,소계,"3,053.00",0,0,"3,053.00",0
,,"재활용 
가능자원
 분리배출",소계,"2,207.70","2,207.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,695.90","2,306.20",0,0,389.7
전남,구례군,합계,,"6,211.70","2,618.60","3,573.40",0,19.7
,,종량제방식 등 혼합배출,소계,"3,573.40",0,"3,573.40",0,0
,,"재활용 
가능자원
 분리배출",소계,395.9,395.9,0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,242.40","2,222.70",0,0,19.7
전남,고흥군,합계,,"17,495.50","4,275.50","7,721.60","5,498.40",0
,,종량제방식 등 혼합배출,소계,"7,721.60",0,"7,721.60",0,0
,,"재활용 
가능자원
 분리배출",소계,"4,177.10","4,177.10",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"5,596.80",98.4,0,"5,498.40",0
전남,보성군,합계,,"12,798.40","7,726.10","4,737.50",334.8,0
,,종량제방식 등 혼합배출,소계,"5,072.30",0,"4,737.50",334.8,0
,,"재활용 
가능자원
 분리배출",소계,"2,953.50","2,953.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,772.60","4,772.60",0,0,0
전남,화순군,합계,,"17,555.50","13,457.50",120.6,"3,977.40",0
,,종량제방식 등 혼합배출,소계,"8,392.00","4,294.00",120.6,"3,977.40",0
,,"재활용 
가능자원
 분리배출",소계,"3,105.00","3,105.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"6,058.50","6,058.50",0,0,0
전남,장흥군,합계,,"10,498.90","2,192.30","4,195.80","4,110.80",0
,,종량제방식 등 혼합배출,소계,"4,195.80",0,"4,195.80",0,0
,,"재활용 
가능자원
 분리배출",소계,"2,943.90","2,061.30",0,882.6,0
,,음식물류 폐기물 분리배출,EMPTY,"3,359.20",131,0,"3,228.20",0
전남,강진군,합계,,"9,059.30","3,538.30","4,660.00",861,0
,,종량제방식 등 혼합배출,소계,"5,465.00",0,"4,604.00",861,0
,,"재활용 
가능자원
 분리배출",소계,"1,332.30","1,276.30",56,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,262.00","2,262.00",0,0,0
전남,해남군,합계,,"27,554.40","17,170.30","8,976.30","1,407.80",0
,,종량제방식 등 혼합배출,소계,"10,004.30",0,"8,712.30","1,292.00",0
,,"재활용 
가능자원
 분리배출",소계,"13,110.50","12,730.70",264,115.8,0
,,음식물류 폐기물 분리배출,EMPTY,"4,439.60","4,439.60",0,0,0
전남,영암군,합계,,"21,529.50","6,642.90","14,808.30",78.3,0
,,종량제방식 등 혼합배출,소계,"9,324.00",0,"9,324.00",0,0
,,"재활용 
가능자원
 분리배출",소계,"6,294.50","5,200.90","1,015.30",78.3,0
,,음식물류 폐기물 분리배출,EMPTY,"5,911.00","1,442.00","4,469.00",0,0
전남,무안군,합계,,"37,072.90","9,958.70","10,743.40","16,370.80",0
,,종량제방식 등 혼합배출,소계,"16,079.00",0,"7,209.00","8,870.00",0
,,"재활용 
가능자원
 분리배출",소계,"9,337.50","8,763.30",300.4,273.8,0
,,음식물류 폐기물 분리배출,EMPTY,"11,656.40","1,195.40","3,234.00","7,227.00",0
전남,함평군,합계,,"7,607.00","2,726.60","4,298.60",581.8,0
,,종량제방식 등 혼합배출,소계,"4,880.40",0,"4,298.60",581.8,0
,,"재활용 
가능자원
 분리배출",소계,"1,148.50","1,148.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,578.10","1,578.10",0,0,0
전남,영광군,합계,,"17,903.70","1,987.00","6,655.30","9,261.40",0
,,종량제방식 등 혼합배출,소계,"13,058.30",0,"5,702.20","7,356.10",0
,,"재활용 
가능자원
 분리배출",소계,"1,987.00","1,987.00",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,858.40",0,953.1,"1,905.30",0
전남,장성군,합계,,"12,707.10","5,016.30","7,680.30",10.5,0
,,종량제방식 등 혼합배출,소계,"7,325.50",0,"7,315.00",10.5,0
,,"재활용 
가능자원
 분리배출",소계,"2,090.80","1,725.50",365.3,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,290.80","3,290.80",0,0,0
전남,완도군,합계,,"14,211.80","3,229.20","9,352.20","1,630.40",0
,,종량제방식 등 혼합배출,소계,"8,252.30","1,522.00","5,400.40","1,329.90",0
,,"재활용 
가능자원
 분리배출",소계,"1,707.20","1,707.20",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,252.30",0,"3,951.80",300.5,0
전남,진도군,합계,,"10,370.60","3,484.60","6,886.00",0,0
,,종량제방식 등 혼합배출,소계,"6,886.00",0,"6,886.00",0,0
,,"재활용 
가능자원
 분리배출",소계,"3,484.60","3,484.60",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,0,0,0,0,0
전남,신안군,합계,,"14,949.80","5,142.70","7,457.20","1,736.90",613
,,종량제방식 등 혼합배출,소계,"8,177.00","1,289.90","6,538.40",348.7,0
,,"재활용 
가능자원
 분리배출",소계,"3,751.80","3,751.80",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,021.00",101,918.8,"1,388.20",613
경북,소계,합계,,"978,081.10","482,241.00","370,856.90","85,218.80","39,764.40"
,,종량제방식 등 혼합배출,소계,"594,301.30","124,717.20","351,985.80","80,646.50","36,951.80"
,,"재활용 
가능자원
 분리배출",소계,"148,089.40","135,372.00","8,962.60","3,073.20",681.6
,,음식물류 폐기물 분리배출,EMPTY,"235,690.40","222,151.80","9,908.50","1,499.10","2,131.00"
경북,포항시,합계,,"173,937.00","171,922.00",0,"2,015.00",0
,,종량제방식 등 혼합배출,소계,"101,419.80","99,404.80",0,"2,015.00",0
,,"재활용 
가능자원
 분리배출",소계,"13,519.60","13,519.60",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"58,997.60","58,997.60",0,0,0
경북,경주시,합계,,"107,221.90","34,099.50","31,030.50","5,140.10","36,951.80"
,,종량제방식 등 혼합배출,소계,"71,177.30",413.9,"28,671.50","5,140.10","36,951.80"
,,"재활용 
가능자원
 분리배출",소계,"8,031.60","5,672.60","2,359.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,"28,013.00","28,013.00",0,0,0
경북,김천시,합계,,"37,143.80","15,919.30","21,184.20",40.3,0
,,종량제방식 등 혼합배출,소계,"20,843.90",0,"20,843.90",0,0
,,"재활용 
가능자원
 분리배출",소계,"7,689.40","7,308.80",340.3,40.3,0
,,음식물류 폐기물 분리배출,EMPTY,"8,610.50","8,610.50",0,0,0
경북,안동시,합계,,"67,168.50","35,072.60","29,616.30","2,479.60",0
,,종량제방식 등 혼합배출,소계,"32,817.80","1,477.90","28,860.30","2,479.60",0
,,"재활용 
가능자원
 분리배출",소계,"17,469.30","16,713.30",756,0,0
,,음식물류 폐기물 분리배출,EMPTY,"16,881.40","16,881.40",0,0,0
경북,구미시,합계,,"155,318.50","74,204.90","75,958.50","5,155.10",0
,,종량제방식 등 혼합배출,소계,"89,865.90","8,752.30","75,958.50","5,155.10",0
,,"재활용 
가능자원
 분리배출",소계,"28,470.90","28,470.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"36,981.70","36,981.70",0,0,0
경북,영주시,합계,,"43,522.70","16,193.90","17,584.50","9,744.30",0
,,종량제방식 등 혼합배출,소계,"29,269.80","1,941.00","17,584.50","9,744.30",0
,,"재활용 
가능자원
 분리배출",소계,"4,818.60","4,818.60",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"9,434.30","9,434.30",0,0,0
경북,영천시,합계,,"33,253.20","11,260.00","21,988.70",4.5,0
,,종량제방식 등 혼합배출,소계,"21,420.70",597.4,"20,818.80",4.5,0
,,"재활용 
가능자원
 분리배출",소계,"5,024.00","3,854.10","1,169.90",0,0
,,음식물류 폐기물 분리배출,EMPTY,"6,808.50","6,808.50",0,0,0
경북,상주시,합계,,"31,427.90","13,194.50","16,588.20","1,645.20",0
,,종량제방식 등 혼합배출,소계,"20,929.90","2,826.50","16,458.20","1,645.20",0
,,"재활용 
가능자원
 분리배출",소계,"5,592.00","5,462.00",130,0,0
,,음식물류 폐기물 분리배출,EMPTY,"4,906.00","4,906.00",0,0,0
경북,문경시,합계,,"33,784.00","4,972.00","20,087.00","8,725.00",0
,,종량제방식 등 혼합배출,소계,"22,922.40",0,"14,377.10","8,545.30",0
,,"재활용 
가능자원
 분리배출",소계,"3,994.60","3,361.00",453.9,179.7,0
,,음식물류 폐기물 분리배출,EMPTY,"6,867.00","1,611.00","5,256.00",0,0
경북,경산시,합계,,"94,144.30","44,142.80","29,341.30","20,660.20",0
,,종량제방식 등 혼합배출,소계,"49,423.40","2,057.90","28,862.30","18,503.20",0
,,"재활용 
가능자원
 분리배출",소계,"16,444.30","13,808.30",479,"2,157.00",0
,,음식물류 폐기물 분리배출,EMPTY,"28,276.60","28,276.60",0,0,0
경북,군위군,합계,,"9,197.00","2,188.00","2,997.50","4,008.50",3
,,종량제방식 등 혼합배출,소계,"7,006.00",0,"2,997.50","4,008.50",0
,,"재활용 
가능자원
 분리배출",소계,"1,526.90","1,526.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,664.1,661.1,0,0,3
경북,의성군,합계,,"14,148.80","5,317.60","7,715.80","1,115.40",0
,,종량제방식 등 혼합배출,소계,"8,636.70",0,"7,521.30","1,115.40",0
,,"재활용 
가능자원
 분리배출",소계,"3,816.00","3,621.50",194.5,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,696.10","1,696.10",0,0,0
경북,청송군,합계,,"11,500.80","2,043.70","9,457.10",0,0
,,종량제방식 등 혼합배출,소계,"9,457.10",0,"9,457.10",0,0
,,"재활용 
가능자원
 분리배출",소계,"1,438.40","1,438.40",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,605.3,605.3,0,0,0
경북,영양군,합계,,"7,575.40","3,543.40","1,296.00","2,736.00",0
,,종량제방식 등 혼합배출,소계,"4,032.00",0,"1,296.00","2,736.00",0
,,"재활용 
가능자원
 분리배출",소계,"2,951.20","2,951.20",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,592.2,592.2,0,0,0
경북,영덕군,합계,,"21,131.40","2,004.60","6,380.10","10,641.70","2,105.00"
,,종량제방식 등 혼합배출,소계,"15,189.40",543.7,"5,872.30","8,773.40",0
,,"재활용 
가능자원
 분리배출",소계,"2,262.70","1,289.90",507.8,465,0
,,음식물류 폐기물 분리배출,EMPTY,"3,679.30",171,0,"1,403.30","2,105.00"
경북,청도군,합계,,"12,073.60","6,064.20","3,637.10","2,372.30",0
,,종량제방식 등 혼합배출,소계,"7,646.80","1,637.40","3,637.10","2,372.30",0
,,"재활용 
가능자원
 분리배출",소계,"1,581.90","1,581.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"2,844.90","2,844.90",0,0,0
경북,고령군,합계,,"13,414.80","8,336.30","4,878.40",188.7,11.4
,,종량제방식 등 혼합배출,소계,"8,380.90","4,057.70","4,222.20",101,0
,,"재활용 
가능자원
 분리배출",소계,"3,436.60","2,692.70",656.2,87.7,0
,,음식물류 폐기물 분리배출,EMPTY,"1,597.30","1,585.90",0,0,11.4
경북,성주군,합계,,"12,566.30","4,839.10","6,688.30","1,027.30",11.6
,,종량제방식 등 혼합배출,소계,"7,498.20",110.2,"6,433.80",954.2,0
,,"재활용 
가능자원
 분리배출",소계,"3,050.10","2,722.50",254.5,73.1,0
,,음식물류 폐기물 분리배출,EMPTY,"2,018.00","2,006.40",0,0,11.6
경북,칠곡군,합계,,"40,090.80","4,409.50","31,889.90","3,791.40",0
,,종량제방식 등 혼합배출,소계,"29,367.30",0,"25,575.90","3,791.40",0
,,"재활용 
가능자원
 분리배출",소계,"4,835.70","3,174.20","1,661.50",0,0
,,음식물류 폐기물 분리배출,EMPTY,"5,887.80","1,235.30","4,652.50",0,0
경북,예천군,합계,,"15,253.70","7,394.20","7,140.20",719.3,0
,,종량제방식 등 혼합배출,소계,"7,789.10",0,"7,140.20",648.9,0
,,"재활용 
가능자원
 분리배출",소계,"4,178.70","4,108.30",0,70.4,0
,,음식물류 폐기물 분리배출,EMPTY,"3,285.90","3,285.90",0,0,0
경북,봉화군,합계,,"14,198.90","5,522.50","7,853.10",823.3,0
,,종량제방식 등 혼합배출,소계,"9,572.90",896.5,"7,853.10",823.3,0
,,"재활용 
가능자원
 분리배출",소계,"4,445.20","4,445.20",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,180.8,180.8,0,0,0
경북,울진군,합계,,"23,608.50","7,427.80","14,090.90","2,089.80",0
,,종량제방식 등 혼합배출,소계,"16,180.70",0,"14,090.90","2,089.80",0
,,"재활용 
가능자원
 분리배출",소계,"1,595.70","1,595.70",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"5,832.10","5,832.10",0,0,0
경북,울릉군,합계,,"6,399.30","2,168.60","3,453.30",95.8,681.6
,,종량제방식 등 혼합배출,소계,"3,453.30",0,"3,453.30",0,0
,,"재활용 
가능자원
 분리배출",소계,"1,916.00","1,234.40",0,0,681.6
,,음식물류 폐기물 분리배출,EMPTY,"1,030.00",934.2,0,95.8,0
경남,소계,합계,,"1,175,828.20","576,882.80","375,911.50","197,688.10","25,345.80"
,,종량제방식 등 혼합배출,소계,"575,430.50","31,307.00","352,852.10","191,271.40",0
,,"재활용 
가능자원
 분리배출",소계,"289,451.60","266,694.70","17,664.40","2,605.70","2,486.80"
,,음식물류 폐기물 분리배출,EMPTY,"310,946.10","278,881.10","5,395.00","3,811.00","22,859.00"
경남,창원시,합계,,"409,633.80","220,333.70","147,826.80","41,473.30",0
,,종량제방식 등 혼합배출,소계,"179,271.60","1,113.60","137,096.60","41,061.40",0
,,"재활용 
가능자원
 분리배출",소계,"121,485.80","110,343.70","10,730.20",411.9,0
,,음식물류 폐기물 분리배출,EMPTY,"108,876.40","108,876.40",0,0,0
경남,진주시,합계,,"139,626.80","75,970.00",160.2,"63,496.60",0
,,종량제방식 등 혼합배출,소계,"63,000.70",0,0,"63,000.70",0
,,"재활용 
가능자원
 분리배출",소계,"44,656.40","44,000.30",160.2,495.9,0
,,음식물류 폐기물 분리배출,EMPTY,"31,969.70","31,969.70",0,0,0
경남,통영시,합계,,"44,613.80","12,995.90","26,985.80","3,878.10",754
,,종량제방식 등 혼합배출,소계,"27,029.60",0,"23,316.20","3,713.40",0
,,"재활용 
가능자원
 분리배출",소계,"6,347.90","3,243.20","2,186.00",164.7,754
,,음식물류 폐기물 분리배출,EMPTY,"11,236.30","9,752.70","1,483.60",0,0
경남,사천시,합계,,"37,542.00","14,542.30","14,575.90","8,423.80",0
,,종량제방식 등 혼합배출,소계,"22,343.60",0,"14,415.70","7,927.90",0
,,"재활용 
가능자원
 분리배출",소계,"3,762.20","3,106.10",160.2,495.9,0
,,음식물류 폐기물 분리배출,EMPTY,"11,436.20","11,436.20",0,0,0
경남,김해시,합계,,"161,140.70","108,013.50","44,731.80","8,395.40",0
,,종량제방식 등 혼합배출,소계,"74,952.90","22,610.10","43,947.40","8,395.40",0
,,"재활용 
가능자원
 분리배출",소계,"33,496.30","32,711.90",784.4,0,0
,,음식물류 폐기물 분리배출,EMPTY,"52,691.50","52,691.50",0,0,0
경남,밀양시,합계,,"33,081.80","12,586.30","13,788.00","6,707.50",0
,,종량제방식 등 혼합배출,소계,"19,181.00",0,"12,897.00","6,284.00",0
,,"재활용 
가능자원
 분리배출",소계,"5,375.50","4,311.00",641,423.5,0
,,음식물류 폐기물 분리배출,EMPTY,"8,525.30","8,275.30",250,0,0
경남,거제시,합계,,"82,296.50","10,597.80","40,760.10","6,566.80","24,371.80"
,,종량제방식 등 혼합배출,소계,"48,310.90",984,"40,760.10","6,566.80",0
,,"재활용 
가능자원
 분리배출",소계,"9,145.50","7,632.70",0,0,"1,512.80"
,,음식물류 폐기물 분리배출,EMPTY,"24,840.10","1,981.10",0,0,"22,859.00"
경남,양산시,합계,,"110,174.90","64,314.90","28,613.10","17,246.90",0
,,종량제방식 등 혼합배출,소계,"44,820.00",0,"27,573.10","17,246.90",0
,,"재활용 
가능자원
 분리배출",소계,"34,564.60","33,524.60","1,040.00",0,0
,,음식물류 폐기물 분리배출,EMPTY,"30,790.30","30,790.30",0,0,0
경남,의령군,합계,,"7,677.60","6,152.00",0,"1,525.60",0
,,종량제방식 등 혼합배출,소계,"4,057.50","4,057.50",0,0,0
,,"재활용 
가능자원
 분리배출",소계,"1,799.30","1,799.30",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,820.80",295.2,0,"1,525.60",0
경남,함안군,합계,,"22,197.60","4,516.30","16,937.10",744.2,0
,,종량제방식 등 혼합배출,소계,"15,604.90",0,"14,860.70",744.2,0
,,"재활용 
가능자원
 분리배출",소계,"3,408.90","3,408.90",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,183.80","1,107.40","2,076.40",0,0
경남,창녕군,합계,,"19,983.60","9,186.80","8,216.80","2,572.00",8
,,종량제방식 등 혼합배출,소계,"10,727.80",350,"7,867.80","2,510.00",0
,,"재활용 
가능자원
 분리배출",소계,"4,399.90","3,980.90",349,62,8
,,음식물류 폐기물 분리배출,EMPTY,"4,855.90","4,855.90",0,0,0
경남,고성군,합계,,"13,068.00","3,639.40","6,295.60","3,133.00",0
,,종량제방식 등 혼합배출,소계,"7,861.00",0,"5,087.00","2,774.00",0
,,"재활용 
가능자원
 분리배출",소계,"2,559.70",992.1,"1,208.60",359,0
,,음식물류 폐기물 분리배출,EMPTY,"2,647.30","2,647.30",0,0,0
경남,남해군,합계,,"13,903.20","6,765.10",0,"7,138.10",0
,,종량제방식 등 혼합배출,소계,"7,518.80",495,0,"7,023.80",0
,,"재활용 
가능자원
 분리배출",소계,"3,133.60","3,019.30",0,114.3,0
,,음식물류 폐기물 분리배출,EMPTY,"3,250.80","3,250.80",0,0,0
경남,하동군,합계,,"7,993.90","2,503.00","2,457.20","2,821.70",212
,,종량제방식 등 혼합배출,소계,"3,909.60",711.7,"2,457.20",740.7,0
,,"재활용 
가능자원
 분리배출",소계,"1,462.80","1,250.80",0,0,212
,,음식물류 폐기물 분리배출,EMPTY,"2,621.50",540.5,0,"2,081.00",0
경남,산청군,합계,,"13,763.60","4,761.20","3,449.80","5,552.60",0
,,종량제방식 등 혼합배출,소계,"8,798.00",0,"3,449.80","5,348.20",0
,,"재활용 
가능자원
 분리배출",소계,"3,562.50","3,562.50",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"1,403.10","1,198.70",0,204.4,0
경남,함양군,합계,,"16,747.60","6,285.90","5,375.50","5,086.20",0
,,종량제방식 등 혼합배출,소계,"11,446.80",985.1,"5,375.50","5,086.20",0
,,"재활용 
가능자원
 분리배출",소계,"2,265.10","2,265.10",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,035.70","3,035.70",0,0,0
경남,거창군,합계,,"27,451.90","8,124.50","8,641.40","10,686.00",0
,,종량제방식 등 혼합배출,소계,"18,844.10",0,"8,236.60","10,607.50",0
,,"재활용 
가능자원
 분리배출",소계,"4,299.20","3,815.90",404.8,78.5,0
,,음식물류 폐기물 분리배출,EMPTY,"4,308.60","4,308.60",0,0,0
경남,합천군,합계,,"14,930.90","5,594.20","7,096.40","2,240.30",0
,,종량제방식 등 혼합배출,소계,"7,751.70",0,"5,511.40","2,240.30",0
,,"재활용 
가능자원
 분리배출",소계,"3,726.40","3,726.40",0,0,0
,,음식물류 폐기물 분리배출,EMPTY,"3,452.80","1,867.80","1,585.00",0,0
제주,소계,합계,,"427,368.30","279,390.10","130,194.90","17,783.30",0
,,종량제방식 등 혼합배출,소계,"136,903.70",0,"120,844.00","16,059.70",0
,,"재활용 
가능자원
 분리배출",소계,"203,268.60","192,847.50","9,136.90","1,284.20",0
,,음식물류 폐기물 분리배출,EMPTY,"87,196.00","86,542.60",214,439.4,0
제주,제주시,합계,,"323,450.30","221,164.20","89,534.40","12,751.70",0
,,종량제방식 등 혼합배출,소계,"94,308.50",0,"82,304.10","12,004.40",0
,,"재활용 
가능자원
 분리배출",소계,"173,964.80","166,640.60","7,016.30",307.9,0
,,음식물류 폐기물 분리배출,EMPTY,"55,177.00","54,523.60",214,439.4,0
제주,서귀포시,합계,,"103,918.00","58,225.90","40,660.50","5,031.60",0
,,종량제방식 등 혼합배출,소계,"42,595.20",0,"38,539.90","4,055.30",0
,,"재활용 
가능자원
 분리배출",소계,"29,303.80","26,206.90","2,120.60",976.3,0
,,음식물류 폐기물 분리배출,EMPTY,"32,019.00","32,019.00",0,0,0
